"anyo","provincia","comarca","cdmun","municipi","codi_sector","descripcio_sector","consum_kwh","observacions"
2014,"BARCELONA","ANOIA","08060","CASTELLFOLLIT DE RIUBREGOS",7,"USOS DOMESTICS","340713",NULL
2014,"BARCELONA","BAGES","08061","CASTELLGALI",1,"PRIMARI","37308",NULL
2014,"BARCELONA","BAGES","08061","CASTELLGALI",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08061","CASTELLGALI",4,"CONSTRUCCIO I OBRES PUBLIQUES","125806",NULL
2014,"BARCELONA","BAGES","08061","CASTELLGALI",6,"TERCIARI","2414709",NULL
2014,"BARCELONA","BAGES","08061","CASTELLGALI",7,"USOS DOMESTICS","2719064",NULL
2014,"BARCELONA","BAGES","08062","CASTELLNOU DE BAGES",1,"PRIMARI","226453",NULL
2014,"BARCELONA","BAGES","08062","CASTELLNOU DE BAGES",4,"CONSTRUCCIO I OBRES PUBLIQUES","59080",NULL
2014,"BARCELONA","BAGES","08062","CASTELLNOU DE BAGES",6,"TERCIARI","757627",NULL
2014,"BARCELONA","BAGES","08062","CASTELLNOU DE BAGES",7,"USOS DOMESTICS","1878785",NULL
2014,"BARCELONA","ANOIA","08063","CASTELLOLI",1,"PRIMARI","54891",NULL
2014,"BARCELONA","ANOIA","08063","CASTELLOLI",3,"INDUSTRIAL","50051",NULL
2014,"BARCELONA","ANOIA","08063","CASTELLOLI",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","ANOIA","08063","CASTELLOLI",6,"TERCIARI","1247772",NULL
2014,"BARCELONA","ANOIA","08063","CASTELLOLI",7,"USOS DOMESTICS","902854",NULL
2014,"BARCELONA","VALLES ORIENTAL","08064","CASTELLTERÇOL",1,"PRIMARI","31062",NULL
2014,"BARCELONA","VALLES ORIENTAL","08064","CASTELLTERÇOL",3,"INDUSTRIAL","4039274",NULL
2014,"BARCELONA","VALLES ORIENTAL","08064","CASTELLTERÇOL",4,"CONSTRUCCIO I OBRES PUBLIQUES","1119",NULL
2014,"BARCELONA","VALLES ORIENTAL","08064","CASTELLTERÇOL",6,"TERCIARI","2673895",NULL
2014,"BARCELONA","VALLES ORIENTAL","08064","CASTELLTERÇOL",7,"USOS DOMESTICS","3399891",NULL
2014,"BARCELONA","ALT PENEDES","08065","CASTELLVI DE LA MARCA",1,"PRIMARI","125621",NULL
2014,"BARCELONA","ALT PENEDES","08065","CASTELLVI DE LA MARCA",3,"INDUSTRIAL","1329576",NULL
2014,"BARCELONA","ALT PENEDES","08065","CASTELLVI DE LA MARCA",4,"CONSTRUCCIO I OBRES PUBLIQUES","26731",NULL
2014,"BARCELONA","ALT PENEDES","08065","CASTELLVI DE LA MARCA",6,"TERCIARI","996039",NULL
2014,"BARCELONA","ALT PENEDES","08065","CASTELLVI DE LA MARCA",7,"USOS DOMESTICS","2657673",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08066","CASTELLVI DE ROSANES",1,"PRIMARI","5216",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08066","CASTELLVI DE ROSANES",3,"INDUSTRIAL","5993614",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08066","CASTELLVI DE ROSANES",4,"CONSTRUCCIO I OBRES PUBLIQUES","54006",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08066","CASTELLVI DE ROSANES",6,"TERCIARI","3064515",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08066","CASTELLVI DE ROSANES",7,"USOS DOMESTICS","2929554",NULL
2014,"BARCELONA","OSONA","08067","CENTELLES",1,"PRIMARI","230482",NULL
2014,"BARCELONA","OSONA","08067","CENTELLES",3,"INDUSTRIAL","14983061",NULL
2014,"BARCELONA","OSONA","08067","CENTELLES",4,"CONSTRUCCIO I OBRES PUBLIQUES","254211",NULL
2014,"BARCELONA","OSONA","08067","CENTELLES",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08067","CENTELLES",6,"TERCIARI","10846524",NULL
2014,"BARCELONA","OSONA","08067","CENTELLES",7,"USOS DOMESTICS","9666388",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08068","CERVELLO",1,"PRIMARI","21462",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08068","CERVELLO",3,"INDUSTRIAL","4830920",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08068","CERVELLO",4,"CONSTRUCCIO I OBRES PUBLIQUES","243738",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08068","CERVELLO",6,"TERCIARI","9147161",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08068","CERVELLO",7,"USOS DOMESTICS","12531653",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08069","COLLBATO",1,"PRIMARI","14591",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08069","COLLBATO",3,"INDUSTRIAL","552576",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08069","COLLBATO",4,"CONSTRUCCIO I OBRES PUBLIQUES","47590",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08069","COLLBATO",6,"TERCIARI","3311354",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08069","COLLBATO",7,"USOS DOMESTICS","6668273",NULL
2014,"BARCELONA","OSONA","08070","COLLSUSPINA",1,"PRIMARI","11905",NULL
2014,"BARCELONA","OSONA","08070","COLLSUSPINA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08070","COLLSUSPINA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08070","COLLSUSPINA",6,"TERCIARI","460664",NULL
2014,"BARCELONA","OSONA","08070","COLLSUSPINA",7,"USOS DOMESTICS","575741",NULL
2014,"BARCELONA","ANOIA","08071","COPONS",1,"PRIMARI","17820",NULL
2014,"BARCELONA","ANOIA","08071","COPONS",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","ANOIA","08071","COPONS",4,"CONSTRUCCIO I OBRES PUBLIQUES","27208",NULL
2014,"BARCELONA","ANOIA","08071","COPONS",6,"TERCIARI","208623",NULL
2014,"BARCELONA","ANOIA","08071","COPONS",7,"USOS DOMESTICS","384995",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08072","CORBERA DE LLOBREGAT",1,"PRIMARI","121315",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08072","CORBERA DE LLOBREGAT",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic. Inclou el consum del sector energètic."
2014,"BARCELONA","BAIX LLOBREGAT","08072","CORBERA DE LLOBREGAT",4,"CONSTRUCCIO I OBRES PUBLIQUES","406176",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08072","CORBERA DE LLOBREGAT",6,"TERCIARI","8485359",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08072","CORBERA DE LLOBREGAT",7,"USOS DOMESTICS","21899592",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",1,"PRIMARI","652156",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",3,"INDUSTRIAL","41485343",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",4,"CONSTRUCCIO I OBRES PUBLIQUES","1166391",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",6,"TERCIARI","218646091",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08073","CORNELLA DE LLOBREGAT",7,"USOS DOMESTICS","80171243",NULL
2014,"BARCELONA","GARRAF","08074","CUBELLES",1,"PRIMARI","151736",NULL
2014,"BARCELONA","GARRAF","08074","CUBELLES",3,"INDUSTRIAL","1191531","Inclou el consum del sector energètic."
2014,"BARCELONA","GARRAF","08074","CUBELLES",4,"CONSTRUCCIO I OBRES PUBLIQUES","141037",NULL
2014,"BARCELONA","GARRAF","08074","CUBELLES",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","GARRAF","08074","CUBELLES",6,"TERCIARI","15235059",NULL
2014,"BARCELONA","GARRAF","08074","CUBELLES",7,"USOS DOMESTICS","24785823",NULL
2014,"BARCELONA","MARESME","08075","DOSRIUS",1,"PRIMARI","51823",NULL
2014,"BARCELONA","MARESME","08075","DOSRIUS",3,"INDUSTRIAL","8771684",NULL
2014,"BARCELONA","MARESME","08075","DOSRIUS",4,"CONSTRUCCIO I OBRES PUBLIQUES","89196",NULL
2014,"BARCELONA","MARESME","08075","DOSRIUS",6,"TERCIARI","3796562",NULL
2014,"BARCELONA","MARESME","08075","DOSRIUS",7,"USOS DOMESTICS","8152308",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08076","ESPARREGUERA",1,"PRIMARI","232238",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08076","ESPARREGUERA",3,"INDUSTRIAL","31280302",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08076","ESPARREGUERA",4,"CONSTRUCCIO I OBRES PUBLIQUES","178178",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08076","ESPARREGUERA",6,"TERCIARI","21361645",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08076","ESPARREGUERA",7,"USOS DOMESTICS","26673006",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08077","ESPLUGUES DE LLOBREGAT",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAIX LLOBREGAT","08077","ESPLUGUES DE LLOBREGAT",3,"INDUSTRIAL","20121042",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08077","ESPLUGUES DE LLOBREGAT",4,"CONSTRUCCIO I OBRES PUBLIQUES","219401",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08077","ESPLUGUES DE LLOBREGAT",6,"TERCIARI","83192916",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08077","ESPLUGUES DE LLOBREGAT",7,"USOS DOMESTICS","51183001",NULL
2014,"BARCELONA","BERGUEDA","08078","ESPUNYOLA, L'",1,"PRIMARI","75206",NULL
2014,"BARCELONA","BERGUEDA","08078","ESPUNYOLA, L'",6,"TERCIARI","168158",NULL
2014,"BARCELONA","BERGUEDA","08078","ESPUNYOLA, L'",7,"USOS DOMESTICS","391604",NULL
2014,"BARCELONA","BAGES","08079","ESTANY, L'",1,"PRIMARI","235670",NULL
2014,"BARCELONA","BAGES","08079","ESTANY, L'",3,"INDUSTRIAL","477545",NULL
2014,"BARCELONA","BAGES","08079","ESTANY, L'",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08079","ESTANY, L'",6,"TERCIARI","384350",NULL
2014,"BARCELONA","BAGES","08079","ESTANY, L'",7,"USOS DOMESTICS","632401",NULL
2014,"BARCELONA","BERGUEDA","08080","FIGOLS",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BERGUEDA","08080","FIGOLS",6,"TERCIARI","17984",NULL
2014,"BARCELONA","BERGUEDA","08080","FIGOLS",7,"USOS DOMESTICS","29343",NULL
2014,"BARCELONA","VALLES ORIENTAL","08081","FOGARS DE MONTCLUS",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08081","FOGARS DE MONTCLUS",4,"CONSTRUCCIO I OBRES PUBLIQUES","34648",NULL
2014,"BARCELONA","VALLES ORIENTAL","08081","FOGARS DE MONTCLUS",6,"TERCIARI","675543",NULL
2014,"BARCELONA","VALLES ORIENTAL","08081","FOGARS DE MONTCLUS",7,"USOS DOMESTICS","798319",NULL
2014,"BARCELONA","SELVA","08082","FOGARS DE LA SELVA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","SELVA","08082","FOGARS DE LA SELVA",4,"CONSTRUCCIO I OBRES PUBLIQUES","53443",NULL
2014,"BARCELONA","SELVA","08082","FOGARS DE LA SELVA",6,"TERCIARI","2358600",NULL
2014,"BARCELONA","SELVA","08082","FOGARS DE LA SELVA",7,"USOS DOMESTICS","2196032",NULL
2014,"BARCELONA","OSONA","08083","FOLGUEROLES",1,"PRIMARI","51251",NULL
2014,"BARCELONA","OSONA","08083","FOLGUEROLES",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08083","FOLGUEROLES",4,"CONSTRUCCIO I OBRES PUBLIQUES","47443",NULL
2014,"BARCELONA","OSONA","08083","FOLGUEROLES",6,"TERCIARI","1758937",NULL
2014,"BARCELONA","OSONA","08083","FOLGUEROLES",7,"USOS DOMESTICS","3058408",NULL
2014,"BARCELONA","BAGES","08084","FONOLLOSA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08084","FONOLLOSA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08084","FONOLLOSA",4,"CONSTRUCCIO I OBRES PUBLIQUES","73175",NULL
2014,"BARCELONA","BAGES","08084","FONOLLOSA",6,"TERCIARI","448945",NULL
2014,"BARCELONA","BAGES","08084","FONOLLOSA",7,"USOS DOMESTICS","2647738",NULL
2014,"BARCELONA","ALT PENEDES","08085","FONT-RUBI",1,"PRIMARI","152160",NULL
2014,"BARCELONA","ALT PENEDES","08085","FONT-RUBI",3,"INDUSTRIAL","4283635",NULL
2014,"BARCELONA","ALT PENEDES","08085","FONT-RUBI",4,"CONSTRUCCIO I OBRES PUBLIQUES","24448",NULL
2014,"BARCELONA","ALT PENEDES","08085","FONT-RUBI",6,"TERCIARI","1133521",NULL
2014,"BARCELONA","ALT PENEDES","08085","FONT-RUBI",7,"USOS DOMESTICS","2171732",NULL
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",1,"PRIMARI","323262",NULL
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",3,"INDUSTRIAL","107924671",NULL
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",4,"CONSTRUCCIO I OBRES PUBLIQUES","413621",NULL
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",6,"TERCIARI","24960893",NULL
2014,"BARCELONA","VALLES ORIENTAL","08086","FRANQUESES DEL VALLES, LES",7,"USOS DOMESTICS","22813636",NULL
2014,"BARCELONA","VALLES OCCIDENTAL","08087","GALLIFA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES OCCIDENTAL","08087","GALLIFA",4,"CONSTRUCCIO I OBRES PUBLIQUES","18884",NULL
2014,"BARCELONA","VALLES OCCIDENTAL","08087","GALLIFA",6,"TERCIARI","82017",NULL
2014,"BARCELONA","VALLES OCCIDENTAL","08087","GALLIFA",7,"USOS DOMESTICS","367167",NULL
2014,"BARCELONA","VALLES ORIENTAL","08088","GARRIGA, LA",1,"PRIMARI","20003",NULL
2014,"BARCELONA","VALLES ORIENTAL","08088","GARRIGA, LA",3,"INDUSTRIAL","25220723",NULL
2014,"BARCELONA","VALLES ORIENTAL","08088","GARRIGA, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES","367598",NULL
2014,"BARCELONA","VALLES ORIENTAL","08088","GARRIGA, LA",6,"TERCIARI","21287985",NULL
2014,"BARCELONA","VALLES ORIENTAL","08088","GARRIGA, LA",7,"USOS DOMESTICS","19562111",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08089","GAVA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAIX LLOBREGAT","08089","GAVA",3,"INDUSTRIAL","35445146","Inclou el consum del sector energètic."
2014,"BARCELONA","BAIX LLOBREGAT","08089","GAVA",4,"CONSTRUCCIO I OBRES PUBLIQUES","468470",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08089","GAVA",6,"TERCIARI","78481461",NULL
2014,"BARCELONA","BAIX LLOBREGAT","08089","GAVA",7,"USOS DOMESTICS","57902142",NULL
2014,"BARCELONA","BAGES","08090","GAIA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08090","GAIA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BAGES","08090","GAIA",6,"TERCIARI","209144",NULL
2014,"BARCELONA","BAGES","08090","GAIA",7,"USOS DOMESTICS","449262",NULL
2014,"BARCELONA","ALT PENEDES","08091","GELIDA",1,"PRIMARI","65081",NULL
2014,"BARCELONA","ALT PENEDES","08091","GELIDA",3,"INDUSTRIAL","12858755",NULL
2014,"BARCELONA","ALT PENEDES","08091","GELIDA",4,"CONSTRUCCIO I OBRES PUBLIQUES","120751",NULL
2014,"BARCELONA","ALT PENEDES","08091","GELIDA",6,"TERCIARI","14210671",NULL
2014,"BARCELONA","ALT PENEDES","08091","GELIDA",7,"USOS DOMESTICS","12299967",NULL
2014,"BARCELONA","BERGUEDA","08092","GIRONELLA",1,"PRIMARI","171145",NULL
2014,"BARCELONA","BERGUEDA","08092","GIRONELLA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BERGUEDA","08092","GIRONELLA",4,"CONSTRUCCIO I OBRES PUBLIQUES","62564",NULL
2014,"BARCELONA","BERGUEDA","08092","GIRONELLA",6,"TERCIARI","4505154",NULL
2014,"BARCELONA","BERGUEDA","08092","GIRONELLA",7,"USOS DOMESTICS","6120258",NULL
2014,"BARCELONA","BERGUEDA","08093","GISCLARENY",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BERGUEDA","08093","GISCLARENY",6,"TERCIARI","33772",NULL
2014,"BARCELONA","BERGUEDA","08093","GISCLARENY",7,"USOS DOMESTICS","57493",NULL
2014,"BARCELONA","ALT PENEDES","08094","GRANADA, LA",1,"PRIMARI","5179",NULL
2014,"BARCELONA","ALT PENEDES","08094","GRANADA, LA",3,"INDUSTRIAL","937766",NULL
2014,"BARCELONA","ALT PENEDES","08094","GRANADA, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES","130984",NULL
2014,"BARCELONA","ALT PENEDES","08094","GRANADA, LA",6,"TERCIARI","3482733",NULL
2014,"BARCELONA","ALT PENEDES","08094","GRANADA, LA",7,"USOS DOMESTICS","3016579",NULL
2014,"BARCELONA","VALLES ORIENTAL","08095","GRANERA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08095","GRANERA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08095","GRANERA",6,"TERCIARI","71769",NULL
2014,"BARCELONA","VALLES ORIENTAL","08095","GRANERA",7,"USOS DOMESTICS","174661",NULL
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",1,"PRIMARI","144292",NULL
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",3,"INDUSTRIAL","133564152","Inclou el consum del sector energètic."
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",4,"CONSTRUCCIO I OBRES PUBLIQUES","522014",NULL
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",6,"TERCIARI","122949115",NULL
2014,"BARCELONA","VALLES ORIENTAL","08096","GRANOLLERS",7,"USOS DOMESTICS","66755742",NULL
2014,"BARCELONA","VALLES ORIENTAL","08097","GUALBA",3,"INDUSTRIAL","6199262",NULL
2014,"BARCELONA","VALLES ORIENTAL","08097","GUALBA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","VALLES ORIENTAL","08097","GUALBA",6,"TERCIARI","2467253",NULL
2014,"BARCELONA","VALLES ORIENTAL","08097","GUALBA",7,"USOS DOMESTICS","2180595",NULL
2014,"BARCELONA","BAGES","08098","SANT SALVADOR DE GUARDIOLA",1,"PRIMARI","50808",NULL
2014,"BARCELONA","BAGES","08098","SANT SALVADOR DE GUARDIOLA",3,"INDUSTRIAL","9177206",NULL
2014,"BARCELONA","BAGES","08098","SANT SALVADOR DE GUARDIOLA",4,"CONSTRUCCIO I OBRES PUBLIQUES","56153",NULL
2014,"BARCELONA","BAGES","08098","SANT SALVADOR DE GUARDIOLA",6,"TERCIARI","2731923",NULL
2014,"BARCELONA","BAGES","08098","SANT SALVADOR DE GUARDIOLA",7,"USOS DOMESTICS","4575802",NULL
2014,"BARCELONA","BERGUEDA","08099","GUARDIOLA DE BERGUEDA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","BERGUEDA","08099","GUARDIOLA DE BERGUEDA",3,"INDUSTRIAL","119902",NULL
2014,"BARCELONA","BERGUEDA","08099","GUARDIOLA DE BERGUEDA",4,"CONSTRUCCIO I OBRES PUBLIQUES","6596",NULL
2014,"BARCELONA","BERGUEDA","08099","GUARDIOLA DE BERGUEDA",6,"TERCIARI","1787590",NULL
2014,"BARCELONA","BERGUEDA","08099","GUARDIOLA DE BERGUEDA",7,"USOS DOMESTICS","1426447",NULL
2014,"BARCELONA","OSONA","08100","GURB",1,"PRIMARI","1837847",NULL
2014,"BARCELONA","OSONA","08100","GURB",3,"INDUSTRIAL","129140574",NULL
2014,"BARCELONA","OSONA","08100","GURB",4,"CONSTRUCCIO I OBRES PUBLIQUES","136679",NULL
2014,"BARCELONA","OSONA","08100","GURB",6,"TERCIARI","11550408",NULL
2014,"BARCELONA","OSONA","08100","GURB",7,"USOS DOMESTICS","4790571",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",1,"PRIMARI","729809",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",3,"INDUSTRIAL","48751774",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",4,"CONSTRUCCIO I OBRES PUBLIQUES","4634197",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",5,"TRANSPORT","88722198",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",6,"TERCIARI","402846475",NULL
2014,"BARCELONA","BARCELONES","08101","HOSPITALET DE LLOBREGAT, L'",7,"USOS DOMESTICS","222393951",NULL
2014,"BARCELONA","ANOIA","08102","IGUALADA",4,"CONSTRUCCIO I OBRES PUBLIQUES","394071",NULL
2014,"BARCELONA","ANOIA","08102","IGUALADA",6,"TERCIARI","62995147",NULL
2014,"BARCELONA","ANOIA","08102","IGUALADA",7,"USOS DOMESTICS","51052070",NULL
2014,"BARCELONA","ANOIA","08103","JORBA",1,"PRIMARI","14453",NULL
2014,"BARCELONA","ANOIA","08103","JORBA",3,"INDUSTRIAL","218821",NULL
2014,"BARCELONA","ANOIA","08103","JORBA",4,"CONSTRUCCIO I OBRES PUBLIQUES","5140",NULL
2014,"BARCELONA","ANOIA","08103","JORBA",6,"TERCIARI","2344425",NULL
2014,"BARCELONA","ANOIA","08103","JORBA",7,"USOS DOMESTICS","1324653",NULL
2014,"BARCELONA","ANOIA","08104","LLACUNA, LA",1,"PRIMARI","203703",NULL
2014,"BARCELONA","ANOIA","08104","LLACUNA, LA",3,"INDUSTRIAL","375590",NULL
2014,"BARCELONA","ANOIA","08104","LLACUNA, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES","8196",NULL
2014,"BARCELONA","ANOIA","08104","LLACUNA, LA",6,"TERCIARI","1073900",NULL
2014,"BARCELONA","ANOIA","08104","LLACUNA, LA",7,"USOS DOMESTICS","1601928",NULL
2014,"BARCELONA","VALLES ORIENTAL","08105","LLAGOSTA, LA",3,"INDUSTRIAL","18022183",NULL
2014,"BARCELONA","VALLES ORIENTAL","08105","LLAGOSTA, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES","124818",NULL
2014,"BARCELONA","VALLES ORIENTAL","08105","LLAGOSTA, LA",6,"TERCIARI","14180645",NULL
2014,"BARCELONA","VALLES ORIENTAL","08105","LLAGOSTA, LA",7,"USOS DOMESTICS","12686127",NULL
2014,"BARCELONA","VALLES ORIENTAL","08106","LLINARS DEL VALLES",1,"PRIMARI","83938",NULL
2014,"BARCELONA","VALLES ORIENTAL","08106","LLINARS DEL VALLES",3,"INDUSTRIAL","58548543",NULL
2014,"BARCELONA","VALLES ORIENTAL","08106","LLINARS DEL VALLES",4,"CONSTRUCCIO I OBRES PUBLIQUES","311102",NULL
2014,"BARCELONA","VALLES ORIENTAL","08106","LLINARS DEL VALLES",6,"TERCIARI","15116811",NULL
2014,"BARCELONA","VALLES ORIENTAL","08106","LLINARS DEL VALLES",7,"USOS DOMESTICS","12725044",NULL
2014,"BARCELONA","VALLES ORIENTAL","08107","LLIÇA D'AMUNT",1,"PRIMARI","60627",NULL
2014,"BARCELONA","VALLES ORIENTAL","08107","LLIÇA D'AMUNT",3,"INDUSTRIAL","20704903",NULL
2014,"BARCELONA","VALLES ORIENTAL","08107","LLIÇA D'AMUNT",4,"CONSTRUCCIO I OBRES PUBLIQUES","271473",NULL
2014,"BARCELONA","VALLES ORIENTAL","08107","LLIÇA D'AMUNT",6,"TERCIARI","10611090",NULL
2014,"BARCELONA","VALLES ORIENTAL","08107","LLIÇA D'AMUNT",7,"USOS DOMESTICS","19359719",NULL
2014,"BARCELONA","VALLES ORIENTAL","08108","LLIÇA DE VALL",3,"INDUSTRIAL","55729744",NULL
2014,"BARCELONA","VALLES ORIENTAL","08108","LLIÇA DE VALL",4,"CONSTRUCCIO I OBRES PUBLIQUES","312393",NULL
2014,"BARCELONA","VALLES ORIENTAL","08108","LLIÇA DE VALL",6,"TERCIARI","12880738",NULL
2014,"BARCELONA","VALLES ORIENTAL","08108","LLIÇA DE VALL",7,"USOS DOMESTICS","8870441",NULL
2014,"BARCELONA","OSONA","08109","LLUÇA",1,"PRIMARI","99349",NULL
2014,"BARCELONA","OSONA","08109","LLUÇA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08109","LLUÇA",6,"TERCIARI","199733",NULL
2014,"BARCELONA","OSONA","08109","LLUÇA",7,"USOS DOMESTICS","339036",NULL
2014,"BARCELONA","MARESME","08110","MALGRAT DE MAR",1,"PRIMARI","98621",NULL
2014,"BARCELONA","MARESME","08110","MALGRAT DE MAR",3,"INDUSTRIAL","25139678",NULL
2014,"BARCELONA","MARESME","08110","MALGRAT DE MAR",4,"CONSTRUCCIO I OBRES PUBLIQUES","17001",NULL
2014,"BARCELONA","MARESME","08110","MALGRAT DE MAR",6,"TERCIARI","30659897",NULL
2014,"BARCELONA","MARESME","08110","MALGRAT DE MAR",7,"USOS DOMESTICS","21969012",NULL
2014,"BARCELONA","OSONA","08111","MALLA",1,"PRIMARI","134825",NULL
2014,"BARCELONA","OSONA","08111","MALLA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2014,"BARCELONA","OSONA","08111","MALLA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
