"anyo","provincia","comarca","cdmun","municipi","codi_sector","descripcio_sector","consum_kwh","observacions"
2018,"LLEIDA","NOGUERA","25220","TERMENS",7,"USOS DOMESTICS","2290331",NULL
2018,"LLEIDA","PALLARS SOBIRA","25221","TIRVIA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PALLARS SOBIRA","25221","TIRVIA",6,"TERCIARI","154813",NULL
2018,"LLEIDA","PALLARS SOBIRA","25221","TIRVIA",7,"USOS DOMESTICS","234556",NULL
2018,"LLEIDA","NOGUERA","25222","TIURANA",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","NOGUERA","25222","TIURANA",6,"TERCIARI","349180",NULL
2018,"LLEIDA","NOGUERA","25222","TIURANA",7,"USOS DOMESTICS","27825",NULL
2018,"LLEIDA","SEGARRA","25223","TORA",1,"PRIMARI","387847",NULL
2018,"LLEIDA","SEGARRA","25223","TORA",4,"CONSTRUCCIO I OBRES PUBLIQUES","24298",NULL
2018,"LLEIDA","SEGARRA","25223","TORA",6,"TERCIARI","1202289",NULL
2018,"LLEIDA","SEGARRA","25223","TORA",7,"USOS DOMESTICS","1724625",NULL
2018,"LLEIDA","GARRIGUES","25224","TORMS, ELS",1,"PRIMARI","58953",NULL
2018,"LLEIDA","GARRIGUES","25224","TORMS, ELS",3,"INDUSTRIAL","43930",NULL
2018,"LLEIDA","GARRIGUES","25224","TORMS, ELS",6,"TERCIARI","89612",NULL
2018,"LLEIDA","GARRIGUES","25224","TORMS, ELS",7,"USOS DOMESTICS","203170",NULL
2018,"LLEIDA","URGELL","25225","TORNABOUS",1,"PRIMARI","1093837",NULL
2018,"LLEIDA","URGELL","25225","TORNABOUS",3,"INDUSTRIAL","24083",NULL
2018,"LLEIDA","URGELL","25225","TORNABOUS",4,"CONSTRUCCIO I OBRES PUBLIQUES","17818",NULL
2018,"LLEIDA","URGELL","25225","TORNABOUS",6,"TERCIARI","1402756",NULL
2018,"LLEIDA","URGELL","25225","TORNABOUS",7,"USOS DOMESTICS","1305565",NULL
2018,"LLEIDA","SEGRIA","25226","TORREBESSES",1,"PRIMARI","81198",NULL
2018,"LLEIDA","SEGRIA","25226","TORREBESSES",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25226","TORREBESSES",4,"CONSTRUCCIO I OBRES PUBLIQUES","3852",NULL
2018,"LLEIDA","SEGRIA","25226","TORREBESSES",6,"TERCIARI","672513",NULL
2018,"LLEIDA","SEGRIA","25226","TORREBESSES",7,"USOS DOMESTICS","468414",NULL
2018,"LLEIDA","PALLARS JUSSA","25227","TORRE DE CABDELLA, LA",1,"PRIMARI","13966",NULL
2018,"LLEIDA","PALLARS JUSSA","25227","TORRE DE CABDELLA, LA",3,"INDUSTRIAL","52065",NULL
2018,"LLEIDA","PALLARS JUSSA","25227","TORRE DE CABDELLA, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PALLARS JUSSA","25227","TORRE DE CABDELLA, LA",6,"TERCIARI","1811985",NULL
2018,"LLEIDA","PALLARS JUSSA","25227","TORRE DE CABDELLA, LA",7,"USOS DOMESTICS","4330117",NULL
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",1,"PRIMARI","822373",NULL
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",3,"INDUSTRIAL","1281336",NULL
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",4,"CONSTRUCCIO I OBRES PUBLIQUES","154774",NULL
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",6,"TERCIARI","11327656",NULL
2018,"LLEIDA","SEGRIA","25228","TORREFARRERA",7,"USOS DOMESTICS","6386884",NULL
2018,"LLEIDA","PLA D'URGELL","25230","TORREGROSSA",1,"PRIMARI","1229840",NULL
2018,"LLEIDA","PLA D'URGELL","25230","TORREGROSSA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PLA D'URGELL","25230","TORREGROSSA",4,"CONSTRUCCIO I OBRES PUBLIQUES","93901",NULL
2018,"LLEIDA","PLA D'URGELL","25230","TORREGROSSA",6,"TERCIARI","3081394",NULL
2018,"LLEIDA","PLA D'URGELL","25230","TORREGROSSA",7,"USOS DOMESTICS","3131982",NULL
2018,"LLEIDA","NOGUERA","25231","TORRELAMEU",1,"PRIMARI","344194",NULL
2018,"LLEIDA","NOGUERA","25231","TORRELAMEU",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","NOGUERA","25231","TORRELAMEU",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","NOGUERA","25231","TORRELAMEU",6,"TERCIARI","1393850",NULL
2018,"LLEIDA","NOGUERA","25231","TORRELAMEU",7,"USOS DOMESTICS","774872",NULL
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",1,"PRIMARI","4576863",NULL
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic. Inclou el consum del sector energètic."
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",6,"TERCIARI","6044274",NULL
2018,"LLEIDA","SEGRIA","25232","TORRES DE SEGRE",7,"USOS DOMESTICS","4869976",NULL
2018,"LLEIDA","SEGRIA","25233","TORRE-SERONA",1,"PRIMARI","336627",NULL
2018,"LLEIDA","SEGRIA","25233","TORRE-SERONA",3,"INDUSTRIAL","154054",NULL
2018,"LLEIDA","SEGRIA","25233","TORRE-SERONA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25233","TORRE-SERONA",6,"TERCIARI","1777005",NULL
2018,"LLEIDA","SEGRIA","25233","TORRE-SERONA",7,"USOS DOMESTICS","477548",NULL
2018,"LLEIDA","PALLARS JUSSA","25234","TREMP",1,"PRIMARI","35510",NULL
2018,"LLEIDA","PALLARS JUSSA","25234","TREMP",3,"INDUSTRIAL","1927761",NULL
2018,"LLEIDA","PALLARS JUSSA","25234","TREMP",4,"CONSTRUCCIO I OBRES PUBLIQUES","19307",NULL
2018,"LLEIDA","PALLARS JUSSA","25234","TREMP",6,"TERCIARI","10774392",NULL
2018,"LLEIDA","PALLARS JUSSA","25234","TREMP",7,"USOS DOMESTICS","10616816",NULL
2018,"LLEIDA","URGELL","25238","VALLBONA DE LES MONGES",1,"PRIMARI","18188",NULL
2018,"LLEIDA","URGELL","25238","VALLBONA DE LES MONGES",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","URGELL","25238","VALLBONA DE LES MONGES",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","URGELL","25238","VALLBONA DE LES MONGES",6,"TERCIARI","634668",NULL
2018,"LLEIDA","URGELL","25238","VALLBONA DE LES MONGES",7,"USOS DOMESTICS","366734",NULL
2018,"LLEIDA","ALT URGELL","25239","VALLS DEL VALIRA, LES",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALT URGELL","25239","VALLS DEL VALIRA, LES",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic. Inclou el consum del sector energètic."
2018,"LLEIDA","ALT URGELL","25239","VALLS DEL VALIRA, LES",4,"CONSTRUCCIO I OBRES PUBLIQUES","204058",NULL
2018,"LLEIDA","ALT URGELL","25239","VALLS DEL VALIRA, LES",6,"TERCIARI","2207104",NULL
2018,"LLEIDA","ALT URGELL","25239","VALLS DEL VALIRA, LES",7,"USOS DOMESTICS","773508",NULL
2018,"LLEIDA","NOGUERA","25240","VALLFOGONA DE BALAGUER",1,"PRIMARI","1708094",NULL
2018,"LLEIDA","NOGUERA","25240","VALLFOGONA DE BALAGUER",3,"INDUSTRIAL","1134755",NULL
2018,"LLEIDA","NOGUERA","25240","VALLFOGONA DE BALAGUER",6,"TERCIARI","3420408",NULL
2018,"LLEIDA","NOGUERA","25240","VALLFOGONA DE BALAGUER",7,"USOS DOMESTICS","2766176",NULL
2018,"LLEIDA","URGELL","25242","VERDU",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","URGELL","25242","VERDU",3,"INDUSTRIAL","74376",NULL
2018,"LLEIDA","URGELL","25242","VERDU",6,"TERCIARI","802436",NULL
2018,"LLEIDA","VAL D'ARAN","25243","VIELHA E MIJARAN",1,"PRIMARI","17789",NULL
2018,"LLEIDA","VAL D'ARAN","25243","VIELHA E MIJARAN",3,"INDUSTRIAL","289890",NULL
2018,"LLEIDA","VAL D'ARAN","25243","VIELHA E MIJARAN",4,"CONSTRUCCIO I OBRES PUBLIQUES","406087",NULL
2018,"LLEIDA","VAL D'ARAN","25243","VIELHA E MIJARAN",6,"TERCIARI","20885365",NULL
2018,"LLEIDA","VAL D'ARAN","25243","VIELHA E MIJARAN",7,"USOS DOMESTICS","12922574",NULL
2018,"LLEIDA","URGELL","25244","VILAGRASSA",1,"PRIMARI","64874",NULL
2018,"LLEIDA","URGELL","25244","VILAGRASSA",3,"INDUSTRIAL","121820",NULL
2018,"LLEIDA","URGELL","25244","VILAGRASSA",4,"CONSTRUCCIO I OBRES PUBLIQUES","14175",NULL
2018,"LLEIDA","URGELL","25244","VILAGRASSA",6,"TERCIARI","810044",NULL
2018,"LLEIDA","URGELL","25244","VILAGRASSA",7,"USOS DOMESTICS","717194",NULL
2018,"LLEIDA","ALTA RIBAGORCA","25245","VILALLER",1,"PRIMARI","732",NULL
2018,"LLEIDA","ALTA RIBAGORCA","25245","VILALLER",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALTA RIBAGORCA","25245","VILALLER",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALTA RIBAGORCA","25245","VILALLER",6,"TERCIARI","750084",NULL
2018,"LLEIDA","ALTA RIBAGORCA","25245","VILALLER",7,"USOS DOMESTICS","1310033",NULL
2018,"LLEIDA","VAL D'ARAN","25247","VILAMOS",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","VAL D'ARAN","25247","VILAMOS",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","VAL D'ARAN","25247","VILAMOS",6,"TERCIARI","241426",NULL
2018,"LLEIDA","VAL D'ARAN","25247","VILAMOS",7,"USOS DOMESTICS","291991",NULL
2018,"LLEIDA","PLA D'URGELL","25248","VILANOVA DE BELLPUIG",1,"PRIMARI","183382",NULL
2018,"LLEIDA","PLA D'URGELL","25248","VILANOVA DE BELLPUIG",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PLA D'URGELL","25248","VILANOVA DE BELLPUIG",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PLA D'URGELL","25248","VILANOVA DE BELLPUIG",6,"TERCIARI","971828",NULL
2018,"LLEIDA","PLA D'URGELL","25248","VILANOVA DE BELLPUIG",7,"USOS DOMESTICS","1637252",NULL
2018,"LLEIDA","NOGUERA","25249","VILANOVA DE L'AGUDA",1,"PRIMARI","171028",NULL
2018,"LLEIDA","NOGUERA","25249","VILANOVA DE L'AGUDA",6,"TERCIARI","341531",NULL
2018,"LLEIDA","NOGUERA","25249","VILANOVA DE L'AGUDA",7,"USOS DOMESTICS","356695",NULL
2018,"LLEIDA","NOGUERA","25250","VILANOVA DE MEIA",1,"PRIMARI","322546",NULL
2018,"LLEIDA","NOGUERA","25250","VILANOVA DE MEIA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","NOGUERA","25250","VILANOVA DE MEIA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","NOGUERA","25250","VILANOVA DE MEIA",6,"TERCIARI","519637",NULL
2018,"LLEIDA","NOGUERA","25250","VILANOVA DE MEIA",7,"USOS DOMESTICS","887998",NULL
2018,"LLEIDA","SEGRIA","25251","VILANOVA DE SEGRIA",1,"PRIMARI","246284",NULL
2018,"LLEIDA","SEGRIA","25251","VILANOVA DE SEGRIA",3,"INDUSTRIAL","12939",NULL
2018,"LLEIDA","SEGRIA","25251","VILANOVA DE SEGRIA",4,"CONSTRUCCIO I OBRES PUBLIQUES","27340",NULL
2018,"LLEIDA","SEGRIA","25251","VILANOVA DE SEGRIA",6,"TERCIARI","917006",NULL
2018,"LLEIDA","SEGRIA","25251","VILANOVA DE SEGRIA",7,"USOS DOMESTICS","1426762",NULL
2018,"LLEIDA","PLA D'URGELL","25252","VILA-SANA",1,"PRIMARI","1252716",NULL
2018,"LLEIDA","PLA D'URGELL","25252","VILA-SANA",3,"INDUSTRIAL","1576867",NULL
2018,"LLEIDA","PLA D'URGELL","25252","VILA-SANA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PLA D'URGELL","25252","VILA-SANA",6,"TERCIARI","7866121",NULL
2018,"LLEIDA","PLA D'URGELL","25252","VILA-SANA",7,"USOS DOMESTICS","1246593",NULL
2018,"LLEIDA","GARRIGUES","25253","VILOSELL, EL",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","GARRIGUES","25253","VILOSELL, EL",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","GARRIGUES","25253","VILOSELL, EL",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","GARRIGUES","25253","VILOSELL, EL",6,"TERCIARI","296618",NULL
2018,"LLEIDA","GARRIGUES","25253","VILOSELL, EL",7,"USOS DOMESTICS","428696",NULL
2018,"LLEIDA","SEGRIA","25254","VILANOVA DE LA BARCA",1,"PRIMARI","1390287",NULL
2018,"LLEIDA","SEGRIA","25254","VILANOVA DE LA BARCA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25254","VILANOVA DE LA BARCA",4,"CONSTRUCCIO I OBRES PUBLIQUES","123200",NULL
2018,"LLEIDA","SEGRIA","25254","VILANOVA DE LA BARCA",6,"TERCIARI","2794133",NULL
2018,"LLEIDA","SEGRIA","25254","VILANOVA DE LA BARCA",7,"USOS DOMESTICS","1594492",NULL
2018,"LLEIDA","GARRIGUES","25255","VINAIXA",1,"PRIMARI","8742",NULL
2018,"LLEIDA","GARRIGUES","25255","VINAIXA",3,"INDUSTRIAL","627432",NULL
2018,"LLEIDA","GARRIGUES","25255","VINAIXA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","GARRIGUES","25255","VINAIXA",6,"TERCIARI","390034",NULL
2018,"LLEIDA","GARRIGUES","25255","VINAIXA",7,"USOS DOMESTICS","646966",NULL
2018,"LLEIDA","PALLARS SOBIRA","25901","VALL DE CARDOS",1,"PRIMARI",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PALLARS SOBIRA","25901","VALL DE CARDOS",3,"INDUSTRIAL","106514",NULL
2018,"LLEIDA","PALLARS SOBIRA","25901","VALL DE CARDOS",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PALLARS SOBIRA","25901","VALL DE CARDOS",6,"TERCIARI","791707",NULL
2018,"LLEIDA","PALLARS SOBIRA","25901","VALL DE CARDOS",7,"USOS DOMESTICS","871215",NULL
2018,"LLEIDA","URGELL","25902","SANT MARTI DE RIUCORB",1,"PRIMARI","348626",NULL
2018,"LLEIDA","URGELL","25902","SANT MARTI DE RIUCORB",3,"INDUSTRIAL","43629",NULL
2018,"LLEIDA","URGELL","25902","SANT MARTI DE RIUCORB",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","URGELL","25902","SANT MARTI DE RIUCORB",6,"TERCIARI","308999",NULL
2018,"LLEIDA","URGELL","25902","SANT MARTI DE RIUCORB",7,"USOS DOMESTICS","1102612",NULL
2018,"LLEIDA","PALLARS SOBIRA","25903","GUINGUETA D'ANEU, LA",1,"PRIMARI","26262",NULL
2018,"LLEIDA","PALLARS SOBIRA","25903","GUINGUETA D'ANEU, LA",3,"INDUSTRIAL","22479",NULL
2018,"TARRAGONA","ALT CAMP","43005","ALCOVER",7,"USOS DOMESTICS","7155112",NULL
2018,"LLEIDA","PALLARS SOBIRA","25903","GUINGUETA D'ANEU, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","PALLARS SOBIRA","25903","GUINGUETA D'ANEU, LA",6,"TERCIARI","740771",NULL
2018,"LLEIDA","PALLARS SOBIRA","25903","GUINGUETA D'ANEU, LA",7,"USOS DOMESTICS","630693",NULL
2018,"LLEIDA","PALLARS JUSSA","25904","CASTELL DE MUR",6,"TERCIARI","797109",NULL
2018,"LLEIDA","PALLARS JUSSA","25904","CASTELL DE MUR",7,"USOS DOMESTICS","372197",NULL
2018,"LLEIDA","SEGARRA","25905","RIBERA D'ONDARA",1,"PRIMARI","82838",NULL
2018,"LLEIDA","SEGARRA","25905","RIBERA D'ONDARA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25905","RIBERA D'ONDARA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25905","RIBERA D'ONDARA",6,"TERCIARI","596742",NULL
2018,"LLEIDA","SEGARRA","25905","RIBERA D'ONDARA",7,"USOS DOMESTICS","752036",NULL
2018,"LLEIDA","ALT URGELL","25906","VALLS D'AGUILAR, LES",1,"PRIMARI","8048",NULL
2018,"LLEIDA","ALT URGELL","25906","VALLS D'AGUILAR, LES",3,"INDUSTRIAL","274936",NULL
2018,"LLEIDA","ALT URGELL","25906","VALLS D'AGUILAR, LES",4,"CONSTRUCCIO I OBRES PUBLIQUES","801",NULL
2018,"LLEIDA","ALT URGELL","25906","VALLS D'AGUILAR, LES",6,"TERCIARI","347120",NULL
2018,"LLEIDA","ALT URGELL","25906","VALLS D'AGUILAR, LES",7,"USOS DOMESTICS","357474",NULL
2018,"LLEIDA","SEGARRA","25907","TORREFETA I FLOREJACS",1,"PRIMARI","705305",NULL
2018,"LLEIDA","SEGARRA","25907","TORREFETA I FLOREJACS",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25907","TORREFETA I FLOREJACS",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25907","TORREFETA I FLOREJACS",6,"TERCIARI","324311",NULL
2018,"LLEIDA","SEGARRA","25907","TORREFETA I FLOREJACS",7,"USOS DOMESTICS","874725",NULL
2018,"LLEIDA","ALT URGELL","25908","FIGOLS I ALINYA",1,"PRIMARI","54902",NULL
2018,"LLEIDA","ALT URGELL","25908","FIGOLS I ALINYA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALT URGELL","25908","FIGOLS I ALINYA",6,"TERCIARI","171425",NULL
2018,"LLEIDA","ALT URGELL","25908","FIGOLS I ALINYA",7,"USOS DOMESTICS","425920",NULL
2018,"LLEIDA","ALT URGELL","25909","VANSA I FORNOLS, LA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALT URGELL","25909","VANSA I FORNOLS, LA",4,"CONSTRUCCIO I OBRES PUBLIQUES","870",NULL
2018,"LLEIDA","ALT URGELL","25909","VANSA I FORNOLS, LA",6,"TERCIARI","196648",NULL
2018,"LLEIDA","ALT URGELL","25909","VANSA I FORNOLS, LA",7,"USOS DOMESTICS","364677",NULL
2018,"LLEIDA","ALT URGELL","25910","JOSA I TUIXEN",1,"PRIMARI","7007",NULL
2018,"LLEIDA","ALT URGELL","25910","JOSA I TUIXEN",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","ALT URGELL","25910","JOSA I TUIXEN",6,"TERCIARI","213214",NULL
2018,"LLEIDA","ALT URGELL","25910","JOSA I TUIXEN",7,"USOS DOMESTICS","346996",NULL
2018,"LLEIDA","SEGARRA","25911","PLANS DE SIO, ELS",1,"PRIMARI","526541",NULL
2018,"LLEIDA","SEGARRA","25911","PLANS DE SIO, ELS",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25911","PLANS DE SIO, ELS",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGARRA","25911","PLANS DE SIO, ELS",6,"TERCIARI","2053753",NULL
2018,"LLEIDA","SEGARRA","25911","PLANS DE SIO, ELS",7,"USOS DOMESTICS","731036",NULL
2018,"LLEIDA","SEGRIA","25912","GIMENELLS I EL PLA DE LA FONT",1,"PRIMARI","1613585",NULL
2018,"LLEIDA","SEGRIA","25912","GIMENELLS I EL PLA DE LA FONT",3,"INDUSTRIAL","205804",NULL
2018,"LLEIDA","SEGRIA","25912","GIMENELLS I EL PLA DE LA FONT",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","SEGRIA","25912","GIMENELLS I EL PLA DE LA FONT",6,"TERCIARI","1316742",NULL
2018,"LLEIDA","SEGRIA","25912","GIMENELLS I EL PLA DE LA FONT",7,"USOS DOMESTICS","1774599",NULL
2018,"LLEIDA","CERDANYA","25913","RIU DE CERDANYA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"LLEIDA","CERDANYA","25913","RIU DE CERDANYA",6,"TERCIARI","108479",NULL
2018,"LLEIDA","CERDANYA","25913","RIU DE CERDANYA",7,"USOS DOMESTICS","326227",NULL
2018,"TARRAGONA","ALT CAMP","43001","AIGUAMURCIA",1,"PRIMARI","46577",NULL
2018,"TARRAGONA","ALT CAMP","43001","AIGUAMURCIA",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","ALT CAMP","43001","AIGUAMURCIA",4,"CONSTRUCCIO I OBRES PUBLIQUES","39067",NULL
2018,"TARRAGONA","ALT CAMP","43001","AIGUAMURCIA",6,"TERCIARI","1052067",NULL
2018,"TARRAGONA","ALT CAMP","43001","AIGUAMURCIA",7,"USOS DOMESTICS","1507489",NULL
2018,"TARRAGONA","BAIX PENEDES","43002","ALBINYANA",1,"PRIMARI","365339",NULL
2018,"TARRAGONA","BAIX PENEDES","43002","ALBINYANA",3,"INDUSTRIAL","178121",NULL
2018,"TARRAGONA","BAIX PENEDES","43002","ALBINYANA",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","BAIX PENEDES","43002","ALBINYANA",6,"TERCIARI","3469850",NULL
2018,"TARRAGONA","BAIX PENEDES","43002","ALBINYANA",7,"USOS DOMESTICS","3472646",NULL
2018,"TARRAGONA","BAIX CAMP","43003","ALBIOL, L'",1,"PRIMARI","94248",NULL
2018,"TARRAGONA","BAIX CAMP","43003","ALBIOL, L'",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","BAIX CAMP","43003","ALBIOL, L'",4,"CONSTRUCCIO I OBRES PUBLIQUES","18399",NULL
2018,"TARRAGONA","BAIX CAMP","43003","ALBIOL, L'",6,"TERCIARI","310506",NULL
2018,"TARRAGONA","BAIX CAMP","43003","ALBIOL, L'",7,"USOS DOMESTICS","655227",NULL
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",1,"PRIMARI","3221935",NULL
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",4,"CONSTRUCCIO I OBRES PUBLIQUES","57748",NULL
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",5,"TRANSPORT",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",6,"TERCIARI","11883640",NULL
2018,"TARRAGONA","MONTSIA","43004","ALCANAR",7,"USOS DOMESTICS","17514964",NULL
2018,"TARRAGONA","ALT CAMP","43005","ALCOVER",1,"PRIMARI","1784051",NULL
2018,"TARRAGONA","ALT CAMP","43005","ALCOVER",3,"INDUSTRIAL","35977183",NULL
2018,"TARRAGONA","ALT CAMP","43005","ALCOVER",4,"CONSTRUCCIO I OBRES PUBLIQUES","44355",NULL
2018,"TARRAGONA","BAIX EBRE","43006","ALDOVER",1,"PRIMARI","464766",NULL
2018,"TARRAGONA","BAIX EBRE","43006","ALDOVER",3,"INDUSTRIAL","9648",NULL
2018,"TARRAGONA","BAIX EBRE","43006","ALDOVER",4,"CONSTRUCCIO I OBRES PUBLIQUES","86719",NULL
2018,"TARRAGONA","BAIX EBRE","43006","ALDOVER",6,"TERCIARI","1538898",NULL
2018,"TARRAGONA","BAIX EBRE","43006","ALDOVER",7,"USOS DOMESTICS","1197084",NULL
2018,"TARRAGONA","BAIX CAMP","43007","ALEIXAR, L'",1,"PRIMARI","292741",NULL
2018,"TARRAGONA","BAIX CAMP","43007","ALEIXAR, L'",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","BAIX CAMP","43007","ALEIXAR, L'",4,"CONSTRUCCIO I OBRES PUBLIQUES",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","BAIX CAMP","43007","ALEIXAR, L'",6,"TERCIARI","896299",NULL
2018,"TARRAGONA","BAIX CAMP","43007","ALEIXAR, L'",7,"USOS DOMESTICS","1016105",NULL
2018,"TARRAGONA","BAIX EBRE","43008","ALFARA DE CARLES",1,"PRIMARI","183346",NULL
2018,"TARRAGONA","BAIX EBRE","43008","ALFARA DE CARLES",3,"INDUSTRIAL",NULL,"Dada subjecta a secret estadístic."
2018,"TARRAGONA","BAIX EBRE","43008","ALFARA DE CARLES",4,"CONSTRUCCIO I OBRES PUBLIQUES","31354",NULL
2018,"TARRAGONA","BAIX EBRE","43008","ALFARA DE CARLES",6,"TERCIARI","320597",NULL
2018,"TARRAGONA","BAIX EBRE","43008","ALFARA DE CARLES",7,"USOS DOMESTICS","543475",NULL
2018,"TARRAGONA","BAIX CAMP","43009","ALFORJA",1,"PRIMARI","232164",NULL
2018,"TARRAGONA","BAIX CAMP","43009","ALFORJA",3,"INDUSTRIAL","824268",NULL
2018,"TARRAGONA","BAIX CAMP","43009","ALFORJA",4,"CONSTRUCCIO I OBRES PUBLIQUES","5115",NULL
2018,"TARRAGONA","BAIX CAMP","43009","ALFORJA",6,"TERCIARI","1501110",NULL
2018,"TARRAGONA","BAIX CAMP","43009","ALFORJA",7,"USOS DOMESTICS","2070183",NULL
2018,"TARRAGONA","ALT CAMP","43010","ALIO",1,"PRIMARI","84397",NULL
