"id","codimuni","nommuni","areaofi","areapol","codicomar","codiprov","validde","dataalta","habitants","altitud","nomcomar"
622,"251023","la Granja d'Escarp",NULL,"38.5377","33","25",NULL,"201707262100",1042,78,"Segrià"
623,"251039","Granyanella","23.9753","23.9753","32","25","20160505","201707262100",172,508,"Segarra"
624,"251044","Granyena de Segarra","16.5786","16.5786","32","25","20150730","201707262100",149,636,"Segarra"
625,"251057","Granyena de les Garrigues","20.30","20.3","18","25","20100311","201707262100",176,366,"Garrigues"
626,"251095","Guimerà","25.3705","25.3705","38","25","20130529","201707262100",344,555,"Urgell"
627,"251109","Guissona","18.2944","18.2944","32","25","20170726","201707262100",5139,484,"Segarra"
628,"251116","Guixers","65.6687","65.6687","35","25","20130529","201707262100",137,840,"Solsonès"
629,"251121","Ivars de Noguera",NULL,"26.9577","23","25",NULL,"201707262100",357,314,"Noguera"
630,"251137","Ivars d'Urgell","24.1681","24.1681","27","25","20160505","201707262100",1858,265,"Pla d'Urgell"
631,"251142","Ivorra","15.3178","15.3178","32","25","20140212","201707262100",144,567,"Segarra"
632,"251155","Isona i Conca Dellà",NULL,"139.5426","25","25",NULL,"201707262100",1139,659,"Pallars Jussà"
633,"251180","Juncosa","76.7109","76.7109","18","25","20141022","201707262100",546,575,"Garrigues"
634,"251193","Juneda","47.33","47.33","18","25","20100722","201707262100",3264,264,"Garrigues"
635,"251207","Lleida",NULL,"212.1283","33","25",NULL,"201707262100",125677,155,"Segrià"
636,"251214","Les",NULL,"23.0942","39","25",NULL,"201707262100",903,634,"Val d'Aran"
637,"251229","Linyola","28.8176","28.8176","27","25","20131016","201707262100",2583,248,"Pla d'Urgell"
638,"251235","Lladorre",NULL,"147.8495","26","25",NULL,"201707262100",211,1052,"Pallars Sobirà"
639,"251240","Lladurs","127.9914","127.9914","35","25","20170726","201707262100",207,834,"Solsonès"
640,"251253","Llardecans",NULL,"66.1374","33","25",NULL,"201707262100",562,397,"Segrià"
641,"251266","Llavorsí",NULL,"68.5687","26","25",NULL,"201707262100",334,811,"Pallars Sobirà"
